graph_index,graph,n,initialization,editsWeight,usedIterations,actualPlateau,time,solved,solution_cost,time_exact,ratio
678,bio-nr-678-size-62,62,editing,25769,4,0,18.155180849134922,True,25769,92.044174919,1.0
679,bio-nr-679-size-9,9,trivial,0,3,0,0.17074192874133587,True,0,0.000252812,1.0
680,bio-nr-680-size-8,8,trivial,87,3,0,23.808625992387533,True,87,0.000896549,1.0
681,bio-nr-681-size-56,56,trivial,5362,4,0,1.392052974551916,True,5362,0.052807942000000004,1.0
682,bio-nr-682-size-26,26,trivial,1299,4,0,0.4423060454428196,True,1299,0.004207148,1.0
683,bio-nr-683-size-46,46,trivial,0,2,0,0.6144519429653883,True,0,0.001287145,1.0
684,bio-nr-684-size-42,42,trivial,2780,4,0,0.7694349624216557,True,2780,0.008339484,1.0
685,bio-nr-685-size-41,41,trivial,402,3,0,0.6949359085410833,True,402,0.004922452,1.0
686,bio-nr-686-size-46,46,trivial,2394,5,0,1.2535408604890108,True,2394,0.013675673999999999,1.0
687,bio-nr-687-size-13,13,trivial,312,3,0,0.19351602531969547,True,312,0.001355294,1.0
688,bio-nr-688-size-38,38,trivial,1484,3,0,0.6554091814905405,True,1484,0.0045617259999999995,1.0
689,bio-nr-689-size-9,9,trivial,65,2,0,0.14268909581005573,True,65,0.000911056,1.0
690,bio-nr-690-size-21,21,trivial,923,3,0,0.304223969578743,True,923,0.001399713,1.0
691,bio-nr-691-size-35,35,trivial,1398,5,3,4.864362999796867,True,1398,0.008758278000000001,1.0
692,bio-nr-692-size-12,12,trivial,10,3,0,0.20660297013819207,True,10,0.000828097,1.0
693,bio-nr-693-size-53,53,trivial,2098,4,0,1.3269069604575634,True,2098,0.1610998,1.0
694,bio-nr-694-size-107,107,random_insert,87056,3,0,1.656083855777979,False,-1,-1.0,-1.0
695,bio-nr-695-size-10,10,trivial,0,2,0,0.17864606343209746,True,0,0.000240077,1.0
696,bio-nr-696-size-45,45,trivial,6952,3,0,0.8344620000571012,True,6952,1.6602651590000002,1.0
697,bio-nr-697-size-92,92,random_insert,6002,3,0,0.6494750268757343,True,6002,1.007729249,1.0
698,bio-nr-698-size-6,6,trivial,0,2,0,0.1322359312325716,True,0,0.000256627,1.0
699,bio-nr-699-size-13,13,trivial,0,3,0,0.21231896243989468,True,0,0.000301523,1.0
700,bio-nr-700-size-144,144,editing,75752,8,0,22.89714803919196,False,-1,-1.0,-1.0
701,bio-nr-701-size-40,40,trivial,75,5,0,0.9581851772964,True,75,0.002056081,1.0
702,bio-nr-702-size-42,42,random_insert,7724,2,0,0.35768700763583183,True,7724,1.885265067,1.0
703,bio-nr-703-size-12,12,trivial,536,3,0,17.489879159256812,True,536,0.001093133,1.0
704,bio-nr-704-size-11,11,trivial,15,3,0,0.19371486268937588,True,15,0.00088211,1.0
705,bio-nr-705-size-8,8,trivial,485,2,0,0.14570006169378755,True,485,0.00093771,1.0
706,bio-nr-706-size-93,93,random_insert,146889,2,0,1.6482500359416008,False,-1,-1.0,-1.0
707,bio-nr-707-size-51,51,trivial,1338,3,0,0.8858900982886553,True,1338,0.0041963,1.0
708,bio-nr-708-size-95,95,trivial,46925,5,0,27.820904972031713,False,-1,-1.0,-1.0
709,bio-nr-709-size-5,5,trivial,0,2,0,14.803226105868815,True,0,0.000184624,1.0
710,bio-nr-710-size-31,31,editing,6071,4,0,8.805416990071535,True,6071,0.497538474,1.0
711,bio-nr-711-size-40,40,editing,15268,5,3,28.25545216910541,True,15268,2.4482717419999998,1.0
712,bio-nr-712-size-7,7,trivial,0,2,0,0.13986509293317795,True,0,0.000278834,1.0
713,bio-nr-713-size-64,64,trivial,50360,5,0,2.40775803104043,False,-1,103.092493456,-1.0
714,bio-nr-714-size-37,37,trivial,16811,5,0,25.54061100818217,True,16811,0.7121862179999999,1.0
715,bio-nr-715-size-61,61,editing,50518,5,0,22.05968205817044,True,50518,99.98906619799999,1.0
716,bio-nr-716-size-124,124,editing,78542,5,0,44.30442489683628,False,-1,-1.0,-1.0
717,bio-nr-717-size-3,3,trivial,0,2,0,0.1270559150725603,True,0,0.00020752299999999998,1.0
718,bio-nr-718-size-29,29,trivial,1044,3,0,0.27429102919995785,True,1044,0.0028679459999999997,1.0
719,bio-nr-719-size-6,6,trivial,0,2,0,33.81035290658474,True,0,0.000244435,1.0
720,bio-nr-720-size-9,9,trivial,62,3,0,0.1713847741484642,True,62,0.0008057539999999999,1.0
721,bio-nr-721-size-56,56,editing,13338,4,0,44.5719191338867,True,13338,14.181387456,1.0
722,bio-nr-722-size-11,11,trivial,0,3,0,0.1871560234576464,True,0,0.00040869699999999997,1.0
723,bio-nr-723-size-83,83,trivial,20154,4,0,49.38828898593784,False,-1,-1.0,-1.0
724,bio-nr-724-size-31,31,trivial,2479,4,0,0.4083968233317137,True,2479,0.01205917,1.0
725,bio-nr-725-size-11,11,editing,1499,3,1,18.577230861410502,True,1499,0.000952687,1.0
726,bio-nr-726-size-24,24,trivial,0,3,0,0.3389210905879736,True,0,0.000522261,1.0
727,bio-nr-727-size-9,9,trivial,0,2,0,0.1741920132189989,True,0,0.000255061,1.0
728,bio-nr-728-size-8,8,trivial,0,3,0,0.1566580031067133,True,0,0.000215727,1.0
729,bio-nr-729-size-16,16,trivial,2733,4,0,20.834397058933973,True,2733,0.005028402,1.0
730,bio-nr-730-size-6,6,trivial,0,2,0,0.15369197353720665,True,0,0.000206043,1.0
731,bio-nr-731-size-50,50,trivial,16713,5,0,2.1722470410168166,True,16713,8.31858266,1.0
732,bio-nr-732-size-9,9,trivial,419,3,0,0.1933760941028595,True,419,0.000932836,1.0
733,bio-nr-733-size-4,4,trivial,0,2,0,0.1247241161763668,True,0,0.000221802,1.0
734,bio-nr-734-size-18,18,trivial,555,3,0,0.26851287111639977,True,555,0.001375734,1.0
735,bio-nr-735-size-54,54,trivial,19173,5,0,1.2464418541640043,True,19173,23.200565041999997,1.0
736,bio-nr-736-size-64,64,trivial,8944,4,0,1.1944090947508812,True,8944,45.767860729,1.0
737,bio-nr-737-size-10,10,trivial,0,3,0,0.1894310116767884,True,0,0.000233928,1.0
738,bio-nr-738-size-41,41,editing,36876,3,0,19.518834073096517,True,36876,48.487245376000004,1.0
739,bio-nr-739-size-98,98,random_insert,60254,2,0,2.1924038883298635,False,-1,-1.0,-1.0
740,bio-nr-740-size-127,127,asc_degree_insert,34896,5,2,162.38815383985641,False,-1,-1.0,-1.0
741,bio-nr-741-size-28,28,trivial,69,3,0,0.3885501064360142,True,69,0.0015758670000000001,1.0
742,bio-nr-742-size-65,65,trivial,5238,5,0,2.2268828470259905,True,5238,0.04720441400000001,1.0
743,bio-nr-743-size-73,73,trivial,16221,3,0,0.936823897063732,False,-1,-1.0,-1.0
744,bio-nr-744-size-29,29,trivial,7688,5,3,30.08577413856983,True,7688,0.09113653,1.0
745,bio-nr-745-size-35,35,trivial,3569,3,0,0.43206685222685337,True,3569,0.08535074599999999,1.0
746,bio-nr-746-size-42,42,trivial,30285,5,0,0.9985729120671748,True,30285,0.162998052,1.0
747,bio-nr-747-size-87,87,trivial,70316,5,0,16.718055121600628,False,-1,-1.0,-1.0
748,bio-nr-748-size-16,16,trivial,169,2,0,37.48987102881075,True,169,0.001018066,1.0
749,bio-nr-749-size-27,27,trivial,380,3,0,0.24506705813109875,True,380,0.002238467,1.0
750,bio-nr-750-size-31,31,trivial,8107,4,0,0.4083400126546621,True,8107,0.284674738,1.0
751,bio-nr-751-size-10,10,trivial,170,2,0,0.183579046279192,True,170,0.001049089,1.0
752,bio-nr-752-size-146,146,trivial,74203,5,2,1823.0482179205865,False,-1,-1.0,-1.0
753,bio-nr-753-size-3,3,trivial,0,5,4,1.810692949220538,True,0,0.00019120099999999997,1.0
754,bio-nr-754-size-190,190,random_insert,294082,4,0,9.256452787667511,False,-1,-1.0,-1.0
755,bio-nr-755-size-17,17,trivial,356,3,0,0.2331580035388469,True,356,0.002217785,1.0
756,bio-nr-756-size-13,13,trivial,0,2,0,33.049544086679816,True,0,0.000351432,1.0
757,bio-nr-757-size-39,39,trivial,15940,5,0,0.9387389291077852,True,15940,2.802584636,1.0
758,bio-nr-758-size-127,127,random_insert,79677,3,0,1.5951720997691154,False,-1,-1.0,-1.0
759,bio-nr-759-size-5,5,trivial,340,3,0,0.1541050150990486,True,340,0.0007511719999999999,1.0
760,bio-nr-760-size-18,18,trivial,59,2,0,1.3738239649683237,True,59,0.001094995,1.0
761,bio-nr-761-size-14,14,trivial,631,3,0,14.481882797554135,True,631,0.0009708360000000001,1.0
762,bio-nr-762-size-15,15,trivial,1280,5,1,0.3032800741493702,True,1280,0.004479883,1.0
763,bio-nr-763-size-20,20,trivial,1609,3,0,0.2944460138678551,True,1609,0.002014257,1.0
764,bio-nr-764-size-16,16,trivial,240,3,0,0.2574238460510969,True,240,0.001438837,1.0
765,bio-nr-765-size-21,21,trivial,613,3,0,0.3126319497823715,True,613,0.005555405,1.0
766,bio-nr-766-size-34,34,trivial,862,4,0,0.6897710263729095,True,862,0.017577686999999998,1.0
767,bio-nr-767-size-21,21,trivial,0,2,0,30.30982497148216,True,0,0.000456115,1.0
768,bio-nr-768-size-8,8,trivial,0,3,0,0.1844919752329588,True,0,0.00023334099999999997,1.0
769,bio-nr-769-size-58,58,trivial,7310,3,0,0.5216971039772034,True,7310,13.316446445999999,1.0
770,bio-nr-770-size-27,27,trivial,1365,3,0,0.31912000849843025,True,1365,0.00766821,1.0
771,bio-nr-771-size-7,7,trivial,0,3,0,0.16079889610409734,True,0,0.00022531799999999999,1.0
772,bio-nr-772-size-25,25,trivial,1126,3,0,0.2845691051334143,True,1126,0.0053827269999999995,1.0
773,bio-nr-773-size-19,19,trivial,2618,2,0,0.2056651283055544,True,2618,0.0036382190000000003,1.0
774,bio-nr-774-size-36,36,random_insert,6897,3,0,0.4250130150467157,True,6897,0.78437146,1.0
775,bio-nr-775-size-13,13,editing,1102,3,0,19.668866181746125,True,1102,0.009975287,1.0
776,bio-nr-776-size-8,8,trivial,0,2,0,0.16990606673061848,True,0,0.000216039,1.0
777,bio-nr-777-size-72,72,trivial,2128,3,0,1.6411540564149618,True,2128,0.020093452,1.0
778,bio-nr-778-size-97,97,trivial,12010,4,0,1.7696800641715529,False,-1,-1.0,-1.0
779,bio-nr-779-size-21,21,trivial,473,3,0,0.3348561003804207,True,473,0.006290095999999999,1.0
780,bio-nr-780-size-7,7,trivial,120,3,0,22.94336399063468,True,120,0.000906385,1.0
781,bio-nr-781-size-10,10,trivial,0,3,0,0.19217305816709995,True,0,0.000297492,1.0
782,bio-nr-782-size-17,17,trivial,3833,4,0,0.25670602917671204,True,3833,0.005481274,1.0
783,bio-nr-783-size-11,11,trivial,0,3,0,0.2059719990938902,True,0,0.000263303,1.0
784,bio-nr-784-size-53,53,trivial,6112,4,0,0.676868949085474,True,6112,6.704266641,1.0
785,bio-nr-785-size-3,3,trivial,0,2,0,0.14989590272307396,True,0,0.000225367,1.0
786,bio-nr-786-size-31,31,trivial,0,3,0,0.4610950127243996,True,0,0.000745808,1.0
787,bio-nr-787-size-17,17,trivial,864,2,0,21.575780119746923,True,864,0.00122362,1.0
788,bio-nr-788-size-12,12,trivial,0,3,0,0.2073401119560004,True,0,0.000303469,1.0
789,bio-nr-789-size-150,150,random_insert,391402,4,0,18.873455002903945,False,-1,-1.0,-1.0
790,bio-nr-790-size-7,7,trivial,0,4,0,0.18735602498054504,True,0,0.000265847,1.0
791,bio-nr-791-size-17,17,trivial,1194,3,0,0.20909588783979416,True,1194,0.0016042,1.0
792,bio-nr-792-size-11,11,trivial,565,2,0,0.17234194092452526,True,565,0.0012132360000000001,1.0
793,bio-nr-793-size-24,24,trivial,405,3,0,0.33237296156585217,True,405,0.0022366029999999998,1.0
794,bio-nr-794-size-163,163,trivial,66993,5,0,2.6926419232040644,False,-1,-1.0,-1.0
795,bio-nr-795-size-27,27,trivial,277,2,0,31.65910299867392,True,277,0.0030846740000000004,1.0
796,bio-nr-796-size-139,139,trivial,145795,5,0,4.324271809309721,False,-1,-1.0,-1.0
797,bio-nr-797-size-137,137,random_insert,146273,3,0,16.993835102766752,False,-1,-1.0,-1.0
798,bio-nr-798-size-23,23,trivial,6109,3,0,0.3382170107215643,True,6109,0.021147935,1.0
799,bio-nr-799-size-21,21,trivial,930,3,0,0.34624896943569183,True,930,0.001467797,1.0
800,bio-nr-800-size-67,67,trivial,7824,4,0,2.0954990759491916,True,7824,0.05788282,1.0
801,bio-nr-801-size-17,17,trivial,462,3,0,28.33457011729479,True,462,0.001024922,1.0
802,bio-nr-802-size-6,6,trivial,0,3,0,0.15940982848405838,True,0,0.00019045900000000003,1.0
803,bio-nr-803-size-25,25,trivial,1114,3,0,0.3781639970839024,True,1114,0.003950288,1.0
804,bio-nr-804-size-10,10,trivial,241,3,0,0.19730697385966767,True,241,0.00090505,1.0
805,bio-nr-805-size-71,71,trivial,14925,5,0,2.1003060974180703,False,-1,-1.0,-1.0
806,bio-nr-806-size-24,24,editing,1226,3,0,15.566825168207288,True,1226,0.009212009,1.0
807,bio-nr-807-size-235,235,random_insert,172330,5,0,5.205853143706918,False,-1,-1.0,-1.0
808,bio-nr-808-size-69,69,trivial,22,2,0,13.743330957368016,True,22,0.006977199999999999,1.0
809,bio-nr-809-size-65,65,trivial,0,3,0,1.364591997116804,True,0,0.002543509,1.0
810,bio-nr-810-size-43,43,trivial,24578,5,0,0.6484449841082096,True,24578,1.9541112219999999,1.0
811,bio-nr-811-size-18,18,trivial,4429,5,4,19.691355992108587,True,4429,0.005895091,1.0
812,bio-nr-812-size-60,60,trivial,899,3,0,1.1876400094479322,True,899,0.011992628,1.0
813,bio-nr-813-size-55,55,random_insert,9366,2,0,0.8158690761774778,True,9366,20.626081925999998,1.0
814,bio-nr-814-size-3,3,trivial,0,2,0,0.1294170506298542,True,0,0.00021272200000000001,1.0
815,bio-nr-815-size-65,65,trivial,7707,5,0,29.21562711708248,True,7707,0.075994715,1.0
816,bio-nr-816-size-152,152,asc_degree_insert,47894,5,0,17.889596987515688,False,-1,-1.0,-1.0
817,bio-nr-817-size-4,4,trivial,0,2,0,0.1421850174665451,True,0,0.00018862299999999999,1.0
818,bio-nr-818-size-29,29,random_insert,13039,3,0,16.040189890190963,True,13039,6.93474747,1.0
819,bio-nr-819-size-61,61,trivial,22385,5,0,1.88045296818018,True,22385,35.141252456,1.0
820,bio-nr-820-size-6,6,trivial,178,2,0,0.14062784612178802,True,178,0.0007428210000000001,1.0
821,bio-nr-821-size-9,9,trivial,208,3,0,0.1968399155884981,True,208,0.0006532630000000001,1.0
822,bio-nr-822-size-69,69,editing,43963,4,0,10.478504002094267,False,-1,-1.0,-1.0
823,bio-nr-823-size-19,19,trivial,16,4,0,43.48403797484935,True,16,0.001126584,1.0
824,bio-nr-824-size-68,68,editing,9268,4,0,17.48484116978943,True,9268,0.582967014,1.0
825,bio-nr-825-size-9,9,trivial,0,2,0,50.30730902217329,True,0,0.000285855,1.0
826,bio-nr-826-size-10,10,trivial,969,4,0,0.20493194460868835,True,969,0.001629872,1.0
827,bio-nr-827-size-39,39,editing,1905,5,4,105.59003590606152,True,1905,0.018684753000000002,1.0
828,bio-nr-828-size-19,19,trivial,1674,4,0,0.3252939786761999,True,1674,0.0022067320000000003,1.0
829,bio-nr-829-size-19,19,trivial,12,2,0,0.2382330130785704,True,12,0.001148243,1.0
830,bio-nr-830-size-6,6,trivial,274,2,0,0.14135497622191906,True,274,0.0007679389999999999,1.0
831,bio-nr-831-size-8,8,trivial,918,2,0,0.16579590737819672,True,918,0.000952968,1.0
832,bio-nr-832-size-10,10,trivial,580,4,0,0.20932801999151707,True,580,0.0016020210000000001,1.0
833,bio-nr-833-size-5,5,trivial,537,3,0,31.01865015923977,True,537,0.0007236339999999999,1.0
834,bio-nr-834-size-46,46,trivial,3813,4,0,0.6910031661391258,True,3813,3.159393016,1.0
835,bio-nr-835-size-27,27,trivial,1174,5,0,0.3493679687380791,True,1174,0.003155508,1.0
836,bio-nr-836-size-27,27,trivial,0,2,0,0.300080981105566,True,0,0.000601234,1.0
837,bio-nr-837-size-122,122,trivial,189044,4,0,5.212488118559122,False,-1,-1.0,-1.0
838,bio-nr-838-size-56,56,trivial,7401,4,0,1.4048581942915916,True,7401,20.80411125,1.0
839,bio-nr-839-size-29,29,trivial,0,3,0,28.67123507894576,True,0,0.0006705719999999999,1.0
840,bio-nr-840-size-10,10,trivial,319,3,0,0.18072198145091534,True,319,0.001222011,1.0
841,bio-nr-841-size-36,36,trivial,776,3,0,0.5687330849468708,True,776,0.046581249000000005,1.0
842,bio-nr-842-size-37,37,trivial,4114,4,0,41.933389147743576,True,4114,0.01398797,1.0
843,bio-nr-843-size-62,62,editing,19682,5,0,34.52980588190257,True,19682,78.9343594,1.0
844,bio-nr-844-size-54,54,trivial,7397,5,4,186.81990099139512,True,7397,0.165225268,1.0
845,bio-nr-845-size-43,43,trivial,2387,3,0,0.365847023203969,True,2387,0.021541745,1.0
846,bio-nr-846-size-15,15,trivial,945,2,0,0.20353193394839764,True,945,0.00119818,1.0
847,bio-nr-847-size-59,59,trivial,528,3,0,1.1798401828855276,True,528,0.009427416,1.0
848,bio-nr-848-size-49,49,trivial,2619,4,0,1.1436641216278076,True,2619,0.080567587,1.0
849,bio-nr-849-size-7,7,trivial,0,2,0,0.14834501780569553,True,0,0.000276184,1.0
850,bio-nr-850-size-15,15,trivial,768,4,0,0.2766810357570648,True,768,0.004039809,1.0
851,bio-nr-851-size-69,69,trivial,46016,5,0,1.9519729539752009,True,46016,1.345295434,1.0
852,bio-nr-852-size-27,27,trivial,2344,4,0,0.4639129620045424,True,2344,0.007628596999999999,1.0
853,bio-nr-853-size-39,39,trivial,6347,4,0,0.7377180736511946,True,6347,0.033452226,1.0
854,bio-nr-854-size-39,39,trivial,1470,2,0,0.5154849495738745,True,1470,0.025777038,1.0
855,bio-nr-855-size-112,112,random_insert,36331,5,4,469.9140388984233,False,-1,-1.0,-1.0
856,bio-nr-856-size-10,10,trivial,133,3,0,0.1905369572341442,True,133,0.0014276339999999999,1.0
857,bio-nr-857-size-10,10,trivial,35,2,0,0.1860989723354578,True,35,0.0008125939999999999,1.0
858,bio-nr-858-size-19,19,trivial,9396,5,0,0.3527859225869179,True,9396,0.007389895,1.0
859,bio-nr-859-size-5,5,trivial,0,2,0,0.15752599574625492,True,0,0.000213305,1.0
860,bio-nr-860-size-42,42,asc_degree_insert,10201,5,1,0.8603059686720371,True,10201,1.649153025,1.0
861,bio-nr-861-size-24,24,trivial,8096,3,0,0.363518949598074,True,8096,0.184720965,1.0
862,bio-nr-862-size-3,3,trivial,0,2,0,0.12713391333818436,True,0,0.00021302900000000002,1.0
863,bio-nr-863-size-50,50,trivial,0,3,0,0.8838381618261337,True,0,0.001557773,1.0
864,bio-nr-864-size-52,52,trivial,14225,5,0,23.22772704064846,True,14225,17.918408308,1.0
865,bio-nr-865-size-8,8,trivial,748,3,0,0.1600149553269148,True,748,0.0007829839999999999,1.0
866,bio-nr-866-size-54,54,trivial,1856,3,0,36.87350708059967,True,1856,0.02403266,1.0
867,bio-nr-867-size-4,4,trivial,0,2,0,0.12761098332703116,True,0,0.00022922,1.0
868,bio-nr-868-size-24,24,trivial,4383,3,0,0.2765469253063202,True,4383,0.022573621000000002,1.0
869,bio-nr-869-size-55,55,trivial,5600,5,0,1.622854033485055,True,5600,0.12224594800000001,1.0
870,bio-nr-870-size-20,20,trivial,107,3,0,0.30127004720270634,True,107,0.001030721,1.0
871,bio-nr-871-size-49,49,trivial,14690,5,0,0.9369479957967995,True,14690,10.365373112999999,1.0
872,bio-nr-872-size-48,48,trivial,19354,5,0,1.3765168841928244,True,19354,7.287640988,1.0
873,bio-nr-873-size-14,14,trivial,101,4,0,28.99444499053061,True,101,0.00087959,1.0
874,bio-nr-874-size-12,12,trivial,636,2,0,9.60929202847183,True,636,0.001471813,1.0
875,bio-nr-875-size-45,45,trivial,1434,5,3,140.4380789026618,True,1434,0.004473702,1.0
876,bio-nr-876-size-30,30,random_insert,2664,0,0,0.1863751094788313,True,2664,0.018312456,1.0
877,bio-nr-877-size-10,10,trivial,0,3,0,34.270457923412316,True,0,0.00029304099999999996,1.0
878,bio-nr-878-size-4,4,trivial,0,3,0,0.1469738781452179,True,0,0.000206564,1.0
879,bio-nr-879-size-55,55,trivial,15054,3,0,0.6533381529152393,True,15054,16.378674307,1.0
880,bio-nr-880-size-4,4,trivial,0,2,0,0.12819701805710793,True,0,0.000212366,1.0
881,bio-nr-881-size-32,32,trivial,253,4,0,0.6100758910179138,True,253,0.001909412,1.0
882,bio-nr-882-size-5,5,trivial,0,3,0,0.15472411178052425,True,0,0.00020402900000000002,1.0
883,bio-nr-883-size-13,13,trivial,579,4,0,0.22908509708940986,True,579,0.001666991,1.0
884,bio-nr-884-size-21,21,trivial,1377,3,0,0.2649989910423756,True,1377,0.002948862,1.0
885,bio-nr-885-size-15,15,trivial,1079,3,0,0.235097948461771,True,1079,0.001995968,1.0
886,bio-nr-886-size-17,17,trivial,1139,4,0,0.3348039463162422,True,1139,0.002708815,1.0
887,bio-nr-887-size-45,45,trivial,13994,3,0,0.5614538677036762,True,13994,2.5103292919999998,1.0
888,bio-nr-888-size-53,53,random_insert,9568,3,0,1.1519528925418854,True,9568,18.20540534,1.0
889,bio-nr-889-size-107,107,trivial,28842,5,0,3.074822947382927,False,-1,-1.0,-1.0
890,bio-nr-890-size-41,41,editing,9535,4,0,36.20355180464685,True,9535,2.169185358,1.0
891,bio-nr-891-size-10,10,trivial,0,2,0,0.17958017997443676,True,0,0.0003056,1.0
892,bio-nr-892-size-29,29,trivial,2794,3,0,0.3319729585200548,True,2794,0.051283487999999995,1.0
893,bio-nr-893-size-47,47,trivial,1422,2,0,0.6256450433284044,True,1422,0.015280573,1.0
894,bio-nr-894-size-53,53,editing,23600,5,0,29.67998688109219,True,23600,55.205020618999995,1.0
895,bio-nr-895-size-44,44,trivial,4647,4,0,0.7732401136308908,True,4647,1.194490798,1.0
896,bio-nr-896-size-9,9,trivial,814,2,0,0.12298906221985816,True,814,0.001064951,1.0
897,bio-nr-897-size-42,42,asc_degree_insert,15797,3,0,0.5888459272682667,True,15797,2.4022460530000003,1.0
898,bio-nr-898-size-7,7,trivial,56,3,0,0.16073090955615044,True,56,0.000795143,1.0
899,bio-nr-899-size-7,7,trivial,0,2,0,0.15285983681678772,True,0,0.000235868,1.0
900,bio-nr-900-size-45,45,random_insert,38303,2,0,0.4229629412293434,True,38303,3.5037150789999996,1.0
901,bio-nr-901-size-25,25,random_insert,5776,4,0,0.5232070107012987,True,5776,0.004526477,1.0
902,bio-nr-902-size-50,50,trivial,11250,4,0,1.2113021221011877,True,11250,0.048219557999999996,1.0
903,bio-nr-903-size-6,6,trivial,105,3,0,42.3133559525013,True,105,0.0009480039999999999,1.0
904,bio-nr-904-size-6,6,trivial,169,3,0,0.16003591008484366,True,169,0.0009601089999999999,1.0
905,bio-nr-905-size-39,39,trivial,20215,5,1,41.78862599655986,True,20215,3.991935225,1.0
906,bio-nr-906-size-27,27,trivial,0,3,0,0.3856748808175325,True,0,0.000602101,1.0
907,bio-nr-907-size-18,18,trivial,0,2,0,0.21359999664127827,True,0,0.000410305,1.0
908,bio-nr-908-size-32,32,trivial,26785,5,0,0.6413511000573635,True,26785,0.059422979,1.0
909,bio-nr-909-size-14,14,trivial,0,2,0,0.20366697572171688,True,0,0.000335075,1.0
910,bio-nr-910-size-13,13,trivial,78,3,0,0.19810907542705536,True,78,0.001183501,1.0
911,bio-nr-911-size-10,10,trivial,0,3,0,0.2079550176858902,True,0,0.000282274,1.0
912,bio-nr-912-size-52,52,trivial,3997,5,0,24.68306408263743,True,3997,0.516409026,1.0
913,bio-nr-913-size-7,7,trivial,0,2,0,0.15545799396932125,True,0,0.00024350900000000002,1.0
914,bio-nr-914-size-75,75,trivial,1060,3,0,1.0775860864669085,True,1060,0.020188341999999998,1.0
915,bio-nr-915-size-68,68,trivial,14257,3,0,25.28372500091791,False,-1,-1.0,-1.0
916,bio-nr-916-size-70,70,trivial,7258,5,1,128.75602883286774,True,7258,0.188666282,1.0
917,bio-nr-917-size-70,70,trivial,1958,2,0,0.8222120814025402,True,1958,0.032278718,1.0
918,bio-nr-918-size-52,52,random_insert,33340,4,0,1.2083409819751978,True,33273,44.250306409,1.0020136446969015
919,bio-nr-919-size-23,23,trivial,16884,4,0,0.36415085196495056,True,16884,0.038124496,1.0
920,bio-nr-920-size-41,41,random_insert,22238,2,0,0.4079139325767756,True,22238,1.0004142459999998,1.0
921,bio-nr-921-size-68,68,random_insert,28537,2,0,1.2561720795929432,False,-1,-1.0,-1.0
922,bio-nr-922-size-50,50,random_insert,8611,2,0,0.8084471337497234,True,8611,2.4609916519999997,1.0
923,bio-nr-923-size-70,70,trivial,9842,3,0,23.177020018920302,False,-1,-1.0,-1.0
924,bio-nr-924-size-68,68,trivial,11736,3,0,44.45520485751332,True,11736,0.29238394100000004,1.0
925,bio-nr-925-size-27,27,trivial,0,3,0,0.4014468286186457,True,0,0.000593309,1.0
926,bio-nr-926-size-59,59,trivial,3354,5,0,1.1153209488838909,True,3354,34.246437849,1.0
927,bio-nr-927-size-70,70,trivial,37763,5,0,2.488102065399289,False,-1,-1.0,-1.0
928,bio-nr-928-size-49,49,random_insert,12913,2,0,0.7902008946985006,True,12913,7.159770038,1.0
929,bio-nr-929-size-70,70,trivial,20209,4,0,2.1380088292062283,True,20209,6.998030432999999,1.0
930,bio-nr-930-size-50,50,trivial,9016,5,1,1.3764610048383474,True,9016,12.959341226,1.0
931,bio-nr-931-size-52,52,trivial,752,4,0,1.245707971975207,True,752,0.005465124,1.0
932,bio-nr-932-size-66,66,trivial,39466,4,0,1.8419090192765,True,39466,3.8029073089999996,1.0
933,bio-nr-933-size-11,11,trivial,0,2,0,0.1675039529800415,True,0,0.000319306,1.0
934,bio-nr-934-size-68,68,trivial,9797,5,0,1.6918419860303402,True,9797,0.133815379,1.0
935,bio-nr-935-size-69,69,trivial,6700,3,0,1.1766408570110798,False,-1,-1.0,-1.0
936,bio-nr-936-size-71,71,trivial,454,3,0,1.5767209697514772,True,454,0.014657993999999999,1.0
937,bio-nr-937-size-59,59,random_insert,18691,2,0,0.5731689743697643,True,18691,23.645448721999998,1.0
938,bio-nr-938-size-52,52,random_insert,3063,0,0,0.6027449853718281,True,3063,0.047042732999999996,1.0
939,bio-nr-939-size-70,70,trivial,4988,3,0,19.767152145504948,True,4988,98.05447904200001,1.0
940,bio-nr-940-size-15,15,trivial,458,2,0,31.21608798392117,True,458,0.000946118,1.0
941,bio-nr-941-size-8,8,trivial,282,3,0,0.17912802286446095,True,282,0.0013238870000000002,1.0
942,bio-nr-942-size-24,24,trivial,857,3,0,36.905922926962376,True,857,0.002882465,1.0
943,bio-nr-943-size-38,38,editing,8493,3,0,34.266720060259104,True,8493,0.72917451,1.0
944,bio-nr-944-size-7,7,trivial,0,2,0,0.1441619824618101,True,0,0.000187565,1.0
945,bio-nr-945-size-49,49,trivial,928,4,0,1.1833659373223782,True,928,0.012512233999999999,1.0
946,bio-nr-946-size-41,41,editing,7982,4,0,30.232805060222745,True,7982,1.385055028,1.0
947,bio-nr-947-size-5,5,trivial,0,2,0,0.152351101860404,True,0,0.000226705,1.0
948,bio-nr-948-size-104,104,trivial,4215,3,0,2.867416013032198,True,4215,0.045387633,1.0
949,bio-nr-949-size-74,74,trivial,20440,7,0,1.9518909975886345,True,20440,98.95979661,1.0
950,bio-nr-950-size-71,71,trivial,25095,5,0,1.2584750074893236,True,25095,90.205102093,1.0
951,bio-nr-951-size-57,57,trivial,50644,5,0,1.565961865708232,False,-1,100.125460623,-1.0
